role,round,activity,users,user_share,pre_rating_rows,pre_rating_share,post_catalog_2plus_users,pre_catalog_30plus_users,original_temporal_eligible_users
TRAIN_ORIGINAL_ROLE_POOL,0,100_299,10251,0.22104105571847507,1722454,0.3017683131830811,440,10251,440
TRAIN_ORIGINAL_ROLE_POOL,0,300_PLUS,4471,0.09640762463343108,2824266,0.4948021757331852,765,4471,765
TRAIN_LEGAL_POOL,0,0,6353,0.14206171735241502,0,0.0,6353,0,0
TRAIN_LEGAL_POOL,0,1_9,29,0.000648479427549195,128,2.4750048678318397e-05,29,0,0
TRAIN_LEGAL_POOL,0,10_29,7437,0.1663014311270125,177314,0.03428539165115116,86,0,0
TRAIN_LEGAL_POOL,0,30_99,17408,0.3892665474060823,968214,0.18721362211741693,195,17379,193
TRAIN_LEGAL_POOL,0,100_299,9540,0.2133273703041145,1590758,0.30758857762050323,328,9540,328
TRAIN_LEGAL_POOL,0,300_PLUS,3953,0.08839445438282648,2435293,0.47088765856225034,543,3953,543
TRAIN_ELIGIBLE_POOL,0,0,0,0.0,0,0.0,0,0,0
TRAIN_ELIGIBLE_POOL,0,1_9,0,0.0,0,0.0,0,0,0
TRAIN_ELIGIBLE_POOL,0,10_29,5426,0.1555708469522335,131027,0.02584234095196583,54,0,0
TRAIN_ELIGIBLE_POOL,0,30_99,15959,0.4575663742187052,913167,0.18010313111102128,189,15940,187
TRAIN_ELIGIBLE_POOL,0,100_299,9540,0.2735248580767246,1590758,0.31374381316879163,328,9540,328
TRAIN_ELIGIBLE_POOL,0,300_PLUS,3953,0.11333792075233672,2435293,0.48031071476822124,543,3953,543
TRAIN_ORIGINAL_ROLE_POOL,1,0,6585,0.14199154735207867,0,0.0,6585,0,0
TRAIN_ORIGINAL_ROLE_POOL,1,1_9,31,0.0006684491978609625,132,2.3163336088951423e-05,31,0,0
TRAIN_ORIGINAL_ROLE_POOL,1,10_29,7402,0.15960841814731758,176392,0.030953236207593327,95,0,0
TRAIN_ORIGINAL_ROLE_POOL,1,30_99,17638,0.38032603070553733,982827,0.1724663039264838,259,17610,257
TRAIN_ORIGINAL_ROLE_POOL,1,100_299,10245,0.22091167845437296,1724167,0.30255651283696294,453,10245,453
TRAIN_ORIGINAL_ROLE_POOL,1,300_PLUS,4475,0.0964938761428325,2815143,0.49400078369287104,738,4475,738
TRAIN_LEGAL_POOL,1,0,6364,0.1422822393131819,0,0.0,6364,0,0
TRAIN_LEGAL_POOL,1,1_9,31,0.00069307816133071,132,2.5631072938072414e-05,31,0,0
TRAIN_LEGAL_POOL,1,10_29,7398,0.1653997495975675,176301,0.03423321053072049,91,0,0
TRAIN_LEGAL_POOL,1,30_99,17452,0.3901806474691468,968352,0.18802955107369923,191,17424,189
TRAIN_LEGAL_POOL,1,100_299,9533,0.21313271328921482,1590439,0.30882316676177995,347,9533,347
TRAIN_LEGAL_POOL,1,300_PLUS,3950,0.08831157216955822,2414775,0.46888844056086226,503,3950,503
TRAIN_ELIGIBLE_POOL,1,0,0,0.0,0,0.0,0,0,0
TRAIN_ELIGIBLE_POOL,1,1_9,0,0.0,0,0.0,0,0,0
TRAIN_ELIGIBLE_POOL,1,10_29,5426,0.15549951281022525,130969,0.02593986429249505,56,0,0
TRAIN_ELIGIBLE_POOL,1,30_99,15985,0.4581016793718118,912764,0.18078304248390803,182,15963,180
TRAIN_ELIGIBLE_POOL,1,100_299,9533,0.2731988307445406,1590439,0.31500409887447817,347,9533,347
TRAIN_ELIGIBLE_POOL,1,300_PLUS,3950,0.11319997707342236,2414775,0.47827299434911874,503,3950,503
TRAIN_ORIGINAL_ROLE_POOL,2,0,6557,0.14138778678626876,0,0.0,6557,0,0
TRAIN_ORIGINAL_ROLE_POOL,2,1_9,32,0.0006900120752113162,136,2.3854409522680282e-05,32,0,0
TRAIN_ORIGINAL_ROLE_POOL,2,10_29,7424,0.16008280144902537,176661,0.030986351769751626,94,0,0
TRAIN_ORIGINAL_ROLE_POOL,2,30_99,17617,0.37987321028117993,986697,0.17306672288823577,267,17590,265
TRAIN_ORIGINAL_ROLE_POOL,2,100_299,10248,0.220976367086424,1720750,0.30181967048641245,451,10248,451
TRAIN_ORIGINAL_ROLE_POOL,2,300_PLUS,4498,0.09698982232189063,2817008,0.4941034004460775,748,4498,748
TRAIN_LEGAL_POOL,2,0,6353,0.1420903133457091,0,0.0,6353,0,0
TRAIN_LEGAL_POOL,2,1_9,31,0.00069334168325468,129,2.4984157332792075e-05,31,0,0
TRAIN_LEGAL_POOL,2,10_29,7420,0.16595468676612019,176594,0.03420195565912468,90,0,0
TRAIN_LEGAL_POOL,2,30_99,17417,0.38954619668537943,970924,0.18804432538126986,195,17390,193
TRAIN_LEGAL_POOL,2,100_299,9537,0.2133032139741898,1586389,0.3072449020698503,337,9537,337
TRAIN_LEGAL_POOL,2,300_PLUS,3953,0.08841224754534678,2429236,0.4704838327324224,524,3953,524
TRAIN_ELIGIBLE_POOL,2,0,0,0.0,0,0.0,0,0,0
TRAIN_ELIGIBLE_POOL,2,1_9,0,0.0,0,0.0,0,0,0
TRAIN_ELIGIBLE_POOL,2,10_29,5472,0.15640541931058138,131576,0.025975354052785782,53,0,0
TRAIN_ELIGIBLE_POOL,2,30_99,16024,0.45801177613902705,918216,0.18127155177944876,182,16003,182
TRAIN_ELIGIBLE_POOL,2,100_299,9537,0.2725947521865889,1586389,0.31318033638691545,337,9537,337
TRAIN_ELIGIBLE_POOL,2,300_PLUS,3953,0.11298805236380266,2429236,0.47957275778085,524,3953,524
