kobis_movie_code,kobis_title,kobis_nation_filter,kobis_open_date,kobis_audience_cumulative,kobis_sales_krw_cumulative,tmdb_id,tmdb_title,tmdb_release_date,tmdb_count,tmdb_mean_10,tmdb_mean_5_rescaled,service_movie_id,movieId,ml_year,ml_count,ml_mean_5,audience_per_tmdb_vote,tmdb_votes_per_million_audience,audience_band,kobis_open_year,ml_halfstar_sum,ml_halfstar_square_sum,ml_within_film_sample_sd_5,ml_within_film_sd_supported
20060151,괴물,K,2006-07-27,10900281,66618683300,1255.0,괴물,2006-07-27,3232.0,6.979,3.4895,863.0,51709.0,2006.0,2243.0,3.5115916183682567,3372.6116955445545,296.5061175945831,"1,000만 이상",2006,15753,117247,0.8585765603868328,True
20226411,범죄도시3,K,2023-05-31,10682813,104687737771,955555.0,범죄도시 3,2023-05-31,565.0,7.228,3.614,86974.0,288001.0,2023.0,6.0,3.3333333333333335,18907.633628318585,52.88869139617066,"1,000만 이상",2023,40,272,0.5163977794943222,True
20050333,왕의 남자,K,2005-12-29,10513207,66014697400,45035.0,왕의 남자,2005-12-29,121.0,6.975,3.4875,20962.0,76117.0,2005.0,47.0,3.648936170212766,86886.00826446281,11.509332975180646,"1,000만 이상",2005,343,2589,0.6829833343264113,True
20183782,기생충,K,2019-05-30,10317318,87506223295,496243.0,기생충,2019-05-30,21242.0,8.49,4.245,72564.0,202439.0,2019.0,11670.0,4.312253641816624,485.70370021655214,2058.8683997139565,"1,000만 이상",2019,100648,896058,0.7747763039265461,True
20145507,검사외전,K,2016-02-03,9707581,77320403264,378348.0,검사외전,2016-02-03,123.0,7.0,3.5,64995.0,159419.0,2016.0,18.0,3.1666666666666665,78923.42276422764,12.670509779933848,"500만~1,000만 미만",2016,114,754,0.6859943405700354,True
20184621,엑시트,K,2019-07-31,9429024,79260774062,572164.0,엑시트,2019-07-31,314.0,7.6,3.8,76335.0,206741.0,2019.0,43.0,3.372093023255814,30028.738853503186,33.30143183430226,"500만~1,000만 미만",2019,290,2164,1.113194797781282,True
20126674,설국열차,K,2013-08-01,9354928,67045274880,110415.0,설국열차,2013-08-01,10645.0,6.91,3.455,39417.0,107406.0,2013.0,8582.0,3.5414821719878815,878.809581963363,1137.9029320161524,"500만~1,000만 미만",2013,60786,461904,0.9558322220848718,True
20126091,관상,K,2013-09-11,9135853,66010541500,220176.0,관상,2013-09-11,108.0,6.954,3.477,51646.0,151583.0,2013.0,22.0,3.2045454545454546,84591.23148148147,11.821556235635578,"500만~1,000만 미만",2013,141,967,0.8682095822944359,True
20131102,수상한 그녀,K,2014-01-22,8666271,62759320849,253065.0,수상한 그녀,2014-01-22,126.0,7.3,3.65,54320.0,120301.0,2014.0,44.0,3.5568181818181817,68779.92857142857,14.539125305451446,"500만~1,000만 미만",2014,313,2383,0.9536704436075235,True
20136064,해적: 바다로 간 산적,K,2014-08-06,8666208,66372140706,285213.0,해적: 바다로 간 산적,2014-08-06,242.0,7.023,3.5115,57925.0,131258.0,2014.0,28.0,3.4642857142857144,35810.776859504134,27.9245547764374,"500만~1,000만 미만",2014,194,1426,0.870595490418201,True
20192206,백두산,K,2019-12-19,8253570,69832288800,581387.0,백두산,2019-12-19,639.0,6.852,3.426,77099.0,212967.0,2019.0,24.0,3.3333333333333335,12916.384976525822,77.42104325764488,"500만~1,000만 미만",2019,160,1144,0.9168313422570846,True
20081672,과속스캔들,K,2008-12-03,8223342,53801341400,18384.0,과속스캔들,2008-12-03,107.0,7.2,3.6,8743.0,189183.0,2008.0,9.0,3.2777777777777777,76853.66355140187,13.011741454994818,"500만~1,000만 미만",2008,59,407,0.7949493345141213,True
20070316,디워,K,2007-08-01,7855474,49340084700,10253.0,디 워,2007-08-01,484.0,4.581,2.2905,4221.0,57223.0,2007.0,291.0,1.8264604810996563,16230.318181818182,61.613086619598,"500만~1,000만 미만",2007,1063,5285,1.0993513044856273,True
20151228,공조,K,2017-01-18,7817686,63783534886,434119.0,공조,2017-01-18,151.0,6.775,3.3875,68651.0,174471.0,2017.0,20.0,3.325,51772.75496688742,19.315178430036713,"500만~1,000만 미만",2017,133,925,0.730446871154191,True
20159646,밀정,K,2016-09-07,7500457,61270079831,363579.0,밀정,2016-09-07,385.0,7.195,3.5975,63582.0,171467.0,2016.0,81.0,3.5864197530864197,19481.706493506492,51.33020561280466,"500만~1,000만 미만",2016,581,4313,0.6744911204789417,True
20110302,최종병기 활,K,2011-08-10,7470754,55828707500,79224.0,최종병기 활,2011-08-10,298.0,7.195,3.5975,32112.0,96302.0,2011.0,105.0,3.657142857142857,25069.644295302012,39.88887868614065,"500만~1,000만 미만",2011,768,5866,0.7730878573388895,True
20110193,써니,K,2011-05-04,7363587,54042547200,77117.0,써니,2011-05-04,195.0,7.8,3.9,32013.0,100060.0,2011.0,61.0,3.8278688524590163,37761.984615384616,26.481659006677045,"500만~1,000만 미만",2011,467,3833,1.0363608038936027,True
20209343,한산: 용의 출현,K,2022-07-27,7267202,73717915977,588108.0,한산: 용의 출현,2022-07-27,96.0,6.526,3.263,77180.0,278082.0,2022.0,10.0,3.05,75700.02083333333,13.210035994595994,"500만~1,000만 미만",2022,61,453,1.499073788117924,True
20170590,1987,K,2017-12-27,7233076,58175937145,437103.0,1987,2017-12-27,185.0,8.024,4.012,68881.0,184383.0,2017.0,30.0,4.083333333333333,39097.708108108105,25.576946792761476,"500만~1,000만 미만",2017,245,2031,0.5099583034566334,True
20124083,베를린,K,2013-01-30,7166944,52360129137,160704.0,베를린,2013-01-30,231.0,6.675,3.3375,46313.0,121314.0,2013.0,64.0,3.2265625,31025.7316017316,32.231310862761035,"500만~1,000만 미만",2013,413,2833,0.8161547836975416,True
20161725,마스터,K,2016-12-21,7150586,58068236865,382220.0,마스터,2016-12-21,110.0,6.927,3.4635,64940.0,167860.0,2016.0,15.0,3.1666666666666665,65005.32727272727,15.383354594994032,"500만~1,000만 미만",2016,95,683,1.2051476890327395,True
20154910,터널,K,2016-08-10,7120905,57530903417,390497.0,터널,2016-08-10,664.0,7.3,3.65,65783.0,163496.0,2016.0,88.0,3.5625,10724.25451807229,93.24657469801942,"500만~1,000만 미만",2016,627,4697,0.8123065640649401,True
20149314,내부자들,K,2015-11-19,7073581,56605193557,293413.0,내부자들,2015-11-19,148.0,6.997,3.4985,58407.0,159719.0,2015.0,33.0,3.606060606060606,47794.46621621621,20.922924329275368,"500만~1,000만 미만",2015,238,1824,0.9164944741852628,True
20156250,인천상륙작전,K,2016-07-27,7051866,55118976303,407887.0,인천상륙작전,2016-07-27,231.0,5.814,2.907,66528.0,162676.0,2016.0,23.0,3.152173913043478,30527.55844155844,32.75728722014854,"500만~1,000만 미만",2016,145,1007,1.0272954630384807,True
20215601,공조2: 인터내셔날,K,2022-09-07,6983077,70918411586,736820.0,공조 2: 인터내셔날,2022-09-07,70.0,7.0,3.5,81674.0,280964.0,2022.0,2.0,3.5,99758.24285714286,10.024234302442892,"500만~1,000만 미만",2022,14,100,0.7071067811865476,True
20153444,럭키,K,2016-10-13,6975677,56445897256,421928.0,럭키,2016-10-13,152.0,7.168,3.584,67731.0,174695.0,2016.0,20.0,3.275,45892.61184210526,21.789999737659873,"500만~1,000만 미만",2016,131,913,0.8503095411610255,True
20126672,은밀하게 위대하게,K,2013-06-05,6959083,48700887413,199584.0,은밀하게 위대하게,2013-06-05,218.0,6.989,3.4945,49891.0,144580.0,2013.0,39.0,3.217948717948718,31922.39908256881,31.325966366545707,"500만~1,000만 미만",2013,251,1801,1.1049819705296922,True
20172742,범죄도시,K,2017-10-03,6880546,56322153349,479718.0,범죄도시,2017-10-03,568.0,7.654,3.827,71666.0,191873.0,2017.0,49.0,3.673469387755102,12113.637323943662,82.55158820244789,"500만~1,000만 미만",2017,360,2744,0.7184402985530767,True
20140194,곡성,K,2016-05-12,6879989,55864308382,293670.0,곡성,2016-05-12,2146.0,7.38,3.69,58434.0,159061.0,2016.0,983.0,3.7833163784333674,3205.9594594594596,311.9191033590315,"500만~1,000만 미만",2016,7438,59642,0.9250675037879493,True
20072152,"좋은 놈, 나쁜 놈, 이상한 놈",K,2008-07-17,6686082,43756029300,15067.0,"좋은 놈, 나쁜 놈, 이상한 놈",2008-07-16,843.0,7.156,3.578,7216.0,66785.0,2008.0,677.0,3.5745937961595273,7931.295373665481,126.08280903524667,"500만~1,000만 미만",2008,4840,37100,0.9611406971843095,True
20124054,늑대소년,K,2012-10-31,6655821,46602781400,128246.0,늑대소년,2012-10-31,293.0,7.655,3.8275,42012.0,109781.0,2012.0,60.0,3.591666666666667,22716.11262798635,44.02161656691188,"500만~1,000만 미만",2012,431,3365,1.0675953760698151,True
20161481,군함도,K,2017-07-26,6592178,50510748168,436391.0,군함도,2017-07-26,298.0,7.164,3.582,69160.0,183417.0,2017.0,28.0,3.4107142857142856,22121.40268456376,45.20509003245968,"500만~1,000만 미만",2017,191,1381,0.8504200642707612,True
20050180,웰컴 투 동막골,K,2005-08-04,6430103,40285363500,14968.0,웰컴 투 동막골,2005-08-04,204.0,7.439,3.7195,7169.0,72178.0,2005.0,96.0,3.640625,31520.11274509804,31.72577484373112,"500만~1,000만 미만",2005,699,5417,0.9282216301815219,True
20148846,사도,K,2015-09-16,6247872,48847984501,315439.0,사도,2015-09-16,103.0,7.073,3.5365,59884.0,160638.0,2015.0,16.0,3.25,60658.95145631068,16.48561302152157,"500만~1,000만 미만",2015,104,740,1.0327955589886444,True
20100214,아저씨,K,2010-08-04,6179701,47112062000,51608.0,아저씨,2010-08-04,1550.0,7.7,3.85,23637.0,86892.0,2010.0,1074.0,3.8538175046554937,3986.903870967742,250.82119668896604,"500만~1,000만 미만",2010,8278,67150,0.8829699460671845,True
20060387,미녀는 괴로워,K,2006-12-14,6074814,36258492900,18377.0,미녀는 괴로워,2006-12-14,354.0,6.8,3.4,8727.0,158336.0,2006.0,39.0,2.948717948717949,17160.491525423728,58.27338911117279,"500만~1,000만 미만",2006,230,1518,1.0310627615977488,True
20090077,전우치,K,2009-12-23,6065505,44093417200,40171.0,전우치,2009-12-23,147.0,6.8,3.4,18111.0,95298.0,2009.0,51.0,3.5686274509803924,41261.93877551021,24.235409912282652,"500만~1,000만 미만",2009,364,2762,0.9056467735443949,True
20134798,연평해전,K,2015-06-24,6046312,45576432830,343843.0,연평해전,2015-06-24,53.0,6.6,3.3,62473.0,144626.0,2015.0,11.0,3.6363636363636362,114081.35849056604,8.765674017483716,"500만~1,000만 미만",2015,80,604,0.7446780878644507,True
20060277,타짜,K,2006-09-28,5692238,36259534300,38015.0,타짜,2006-09-28,102.0,6.931,3.4655,17057.0,144258.0,2006.0,22.0,3.7045454545454546,55806.25490196078,17.919138307287923,"500만~1,000만 미만",2006,163,1241,0.6297976037148931,True
20162442,청년경찰,K,2017-08-09,5653444,44382020516,453127.0,청년경찰,2017-08-09,259.0,7.548,3.774,69862.0,189461.0,2017.0,38.0,3.6710526315789473,21827.969111969112,45.812782438456985,"500만~1,000만 미만",2017,279,2129,0.7377496443208836,True
20136049,숨바꼭질,K,2013-08-14,5604106,39602995500,214209.0,숨바꼭질,2013-08-14,105.0,6.557,3.2785,51546.0,160652.0,2013.0,21.0,3.2142857142857144,53372.438095238096,18.736262304817217,"500만~1,000만 미만",2013,135,949,1.0071175275436894,True
20150979,덕혜옹주,K,2016-08-03,5599943,44397248609,408360.0,덕혜옹주,2016-08-03,70.0,6.607,3.3035,66693.0,285649.0,2016.0,1.0,3.5,79999.18571428572,12.500127233437913,"500만~1,000만 미만",2016,7,49,,False
20136052,더 테러 라이브,K,2013-07-31,5584295,39870954381,209764.0,더 테러 라이브,2013-07-31,286.0,7.191,3.5955,51158.0,141139.0,2013.0,58.0,3.5948275862068964,19525.50699300699,51.21505937634026,"500만~1,000만 미만",2013,417,3093,0.6452042825673077,True
20122783,감시자들,K,2013-07-03,5509019,39389732679,204553.0,감시자들,2013-07-03,386.0,7.5,3.75,50306.0,144532.0,2013.0,63.0,3.7142857142857144,14272.069948186529,70.0669211705387,"500만~1,000만 미만",2013,468,3680,0.905691171258643,True
20145503,검은 사제들,K,2015-11-05,5443366,42414560592,360551.0,검은 사제들,2015-11-05,141.0,6.855,3.4275,63233.0,149110.0,2015.0,24.0,2.7708333333333335,38605.43262411348,25.903090110053228,"500만~1,000만 미만",2015,133,827,0.9888417320352599,True
20176122,안시성,K,2018-09-19,5441279,46344120526,535389.0,안시성,2018-09-19,197.0,6.734,3.367,74717.0,197713.0,2018.0,22.0,3.6136363636363638,27620.705583756346,36.204723190999765,"500만~1,000만 미만",2018,159,1191,0.7059579473145857,True
20090904,의형제,K,2010-02-04,5416923,40154381000,50090.0,의형제,2010-02-04,149.0,6.436,3.218,23110.0,96197.0,2010.0,44.0,3.3295454545454546,36355.18791946309,27.50639062065309,"500만~1,000만 미만",2010,293,2101,0.9335054079773959,True
20151229,더 킹,K,2017-01-18,5318202,43494687535,434724.0,더 킹,2017-01-18,90.0,7.306,3.653,68707.0,169966.0,2017.0,17.0,3.4705882352941178,59091.13333333333,16.923012702413335,"500만~1,000만 미만",2017,118,896,1.0964514956681581,True
20112695,완득이,K,2011-10-20,5311497,38534841000,91078.0,완득이,2011-10-20,56.0,6.9,3.45,35930.0,202413.0,2011.0,13.0,3.3846153846153846,94848.16071428571,10.54316702052171,"500만~1,000만 미만",2011,88,622,0.7403221751892368,True
20177538,완벽한 타인,K,2018-10-31,5294154,44356976474,548352.0,완벽한 타인,2018-10-31,60.0,7.2,3.6,75312.0,197159.0,2018.0,14.0,3.642857142857143,88235.9,11.333255511645486,"500만~1,000만 미만",2018,102,764,0.6333236937766509,True
20124039,타워,K,2012-12-25,5181244,37656008000,154030.0,타워,2012-12-25,321.0,7.011,3.5055,45193.0,144348.0,2012.0,45.0,3.3444444444444446,16140.947040498442,61.95423338487822,"500만~1,000만 미만",2012,301,2181,0.9759740019720057,True
20179383,독전,K,2018-05-22,5064323,43491762113,518963.0,독전,2018-05-22,196.0,7.179,3.5895,74182.0,198947.0,2018.0,16.0,3.125,25838.382653061224,38.702112799677266,"500만~1,000만 미만",2018,100,676,0.9219544457292888,True
20080046,추격자,K,2008-02-14,5046096,33986959000,13855.0,추격자,2008-02-14,1613.0,7.779,3.8895,6504.0,73808.0,2008.0,960.0,3.900520833333333,3128.3918164910106,319.6530545594059,"500만~1,000만 미만",2008,7489,60803,0.7878441298068078,True
20179101,공작,K,2018-08-08,4975637,42796890816,517991.0,공작,2018-08-08,225.0,7.342,3.671,73664.0,190509.0,2018.0,42.0,3.7261904761904763,22113.942222222224,45.220340631762326,300만~500만 미만,2018,313,2417,0.7174002943588114,True
20124067,바람과 함께 사라지다,K,2012-08-08,4909950,34614720161,132711.0,바람과 함께 사라지다,2012-08-08,32.0,6.375,3.1875,42632.0,203473.0,2012.0,4.0,3.125,153435.9375,6.517377977372478,300만~500만 미만,2012,25,171,1.1086778913041726,True
20141111,"님아, 그 강을 건너지 마오",K,2014-11-27,4804099,37370473379,306598.0,"님아, 그 강을 건너지 마오",2014-11-27,30.0,7.967,3.9835,59738.0,157348.0,2014.0,11.0,4.0,160136.63333333333,6.244667314308053,300만~500만 미만,2014,88,746,1.02469507659596,True
20184462,봉오동 전투,K,2019-08-07,4788285,40594714038,573791.0,봉오동 전투,2019-08-07,53.0,7.538,3.769,76687.0,213563.0,2019.0,2.0,3.25,90345.0,11.068681166638996,300만~500만 미만,2019,13,85,0.3535533905932738,True
20102414,조선명탐정 : 각시투구꽃의 비밀,K,2011-01-27,4786369,35842409500,64931.0,조선명탐정: 각시투구꽃의 비밀,2011-01-27,50.0,6.5,3.25,28620.0,145925.0,2011.0,3.0,3.8333333333333335,95727.38,10.446332073436043,300만~500만 미만,2011,23,181,0.7637626158259734,True
20123501,군도: 민란의 시대,K,2014-07-23,4776071,36993362499,281780.0,군도: 민란의 시대,2014-07-23,135.0,6.6,3.3,57159.0,144422.0,2014.0,37.0,3.3783783783783785,35378.30370370371,28.265911457346423,300만~500만 미만,2014,250,1800,0.8772226168536237,True
20180939,남산의 부장들,K,2020-01-22,4750917,41229996550,566397.0,남산의 부장들,2020-01-22,159.0,7.101,3.5505,76037.0,216515.0,2020.0,16.0,3.40625,29879.98113207547,33.46722327500144,300만~500만 미만,2020,109,819,1.1286976270610891,True
20113557,범죄와의 전쟁: 나쁜놈들 전성시대,K,2012-02-02,4720172,36540977500,89501.0,범죄와의 전쟁: 나쁜놈들 전성시대,2012-02-02,193.0,6.891,3.4455,35194.0,99964.0,2012.0,76.0,3.598684210526316,24456.84974093264,40.8883405096255,300만~500만 미만,2012,547,4133,0.8083717661328245,True
20124401,신세계,K,2013-02-21,4690270,34931269185,165213.0,신세계,2013-02-21,561.0,7.431,3.7155,46411.0,103849.0,2013.0,325.0,3.7753846153846156,8360.552584670231,119.6093188665045,300만~500만 미만,2013,2454,19550,0.8873303644576291,True
20112534,도가니,K,2011-09-22,4663377,35570402000,81481.0,도가니,2011-09-22,808.0,8.2,4.1,32849.0,142184.0,2011.0,98.0,3.8469387755102042,5771.506188118812,173.26499658938147,300만~500만 미만,2011,754,6174,0.9802381450214974,True
20113554,내 아내의 모든 것,K,2012-05-17,4598985,34224467500,116488.0,내 아내의 모든 것,2012-05-17,53.0,6.575,3.2875,40398.0,149484.0,2012.0,18.0,3.111111111111111,86773.30188679245,11.52428198830829,300만~500만 미만,2012,112,820,1.3455324285723735,True
20144641,판도라,K,2016-12-07,4585116,36069197064,429450.0,판도라,2016-12-07,518.0,7.537,3.7685,68291.0,170605.0,2016.0,46.0,3.608695652173913,8851.57528957529,112.9742410006639,300만~500만 미만,2016,332,2518,0.8226855986358936,True
20188750,나쁜 녀석들: 더 무비,K,2019-09-11,4573902,39560195124,585831.0,나쁜 녀석들: 더 무비,2019-09-11,174.0,7.046,3.523,76850.0,222569.0,2019.0,9.0,2.5555555555555554,26286.793103448275,38.04191694531277,300만~500만 미만,2019,46,308,1.509230856356236,True
20124062,연가시,K,2012-07-05,4516063,32176550664,121491.0,연가시,2012-07-05,119.0,6.559,3.2795,40783.0,144440.0,2012.0,23.0,3.239130434782609,37950.10924369748,26.350385280276207,300만~500만 미만,2012,149,1017,0.7667754978033796,True
20170402,강철비,K,2017-12-14,4452900,35490646466,435841.0,강철비,2017-12-14,220.0,7.073,3.5365,68650.0,187479.0,2017.0,34.0,3.735294117647059,20240.454545454544,49.406005075344154,300만~500만 미만,2017,254,2002,0.8896313001841717,True
20197922,다만 악에서 구하소서,K,2020-08-05,4357873,38602897990,581526.0,다만 악에서 구하소서,2020-08-05,243.0,6.868,3.434,76792.0,226290.0,2020.0,29.0,3.6379310344827585,17933.633744855968,55.761147697512065,300만~500만 미만,2020,211,1633,0.934426406604397,True
20211792,헌트,K,2022-08-10,4352513,44602463153,727340.0,헌트,2022-08-10,218.0,6.734,3.367,81582.0,275465.0,2022.0,9.0,3.5,19965.655963302754,50.086007784468414,300만~500만 미만,2022,63,479,1.0897247358851685,True
20144444,아가씨,K,2016-06-01,4290099,35231532391,290098.0,아가씨,2016-06-01,4474.0,8.177,4.0885,58398.0,158783.0,2016.0,2710.0,4.1001845018450185,958.8956191327671,1042.8663767432872,300만~500만 미만,2016,22223,189941,0.8431974134751637,True
20040785,말아톤,K,2005-01-27,4194959,26272557000,59423.0,말아톤,2005-01-27,61.0,7.238,3.619,26438.0,175001.0,2005.0,7.0,3.357142857142857,68769.81967213115,14.541262501016101,300만~500만 미만,2005,47,361,1.3758114488755873,True
20124938,용의자,K,2013-12-24,4131338,30037521000,242454.0,용의자,2013-12-24,215.0,6.909,3.4545,53435.0,113216.0,2013.0,67.0,3.2313432835820897,19215.525581395348,52.041251526745086,300만~500만 미만,2013,433,3055,0.9859941845092315,True
20124074,건축학개론,K,2012-03-22,4114968,30252336900,107235.0,건축학개론,2012-03-22,143.0,7.297,3.6485,38455.0,148693.0,2012.0,34.0,3.2794117647058822,28776.0,34.75118154017237,300만~500만 미만,2012,223,1647,1.1818781693263163,True
20081737,7급 공무원,K,2009-04-22,4039891,26380710000,18374.0,7급 공무원,2009-04-04,105.0,6.267,3.1335,8700.0,114453.0,2009.0,24.0,3.2291666666666665,38475.15238095238,25.990800246838344,300만~500만 미만,2009,155,1075,0.8966018779459655,True
20070382,우리 생애 최고의 순간,K,2008-01-10,4018872,26119898000,18431.0,우리 생애 최고의 순간,2008-01-10,19.0,6.6,3.3,8744.0,211918.0,2008.0,2.0,3.0,211519.57894736843,4.727694736234446,300만~500만 미만,2008,12,72,0.0,True
20165748,꾼,K,2017-11-22,4018341,31313568795,478187.0,꾼,2017-11-22,105.0,6.695,3.3475,71898.0,187171.0,2017.0,16.0,3.25,38269.91428571429,26.130186562066285,300만~500만 미만,2017,104,720,0.8563488385776752,True
20134804,타짜-신의 손,K,2014-09-03,4015361,32373120927,290865.0,타짜: 신의 손,2014-09-03,103.0,6.932,3.466,58479.0,132402.0,2014.0,11.0,3.5,38984.087378640776,25.651491858390813,300만~500만 미만,2014,77,551,0.5477225575051661,True
20149570,조선명탐정 : 사라진 놉의 딸,K,2015-02-11,3872015,30456879428,328716.0,조선명탐정: 사라진 놉의 딸,2015-02-11,25.0,6.44,3.22,61199.0,160577.0,2015.0,4.0,2.25,154880.6,6.456586557645051,300만~500만 미만,2015,18,110,1.5545631755148024,True
20139183,역린,K,2014-04-30,3849700,29895031890,269340.0,역린,2014-04-30,60.0,7.15,3.575,56140.0,144380.0,2014.0,15.0,4.033333333333333,64161.666666666664,15.585630049094735,300만~500만 미만,2014,121,991,0.5163977794943222,True
20204264,콘크리트 유토피아,K,2023-08-09,3849424,37414386232,729854.0,콘크리트 유토피아,2023-08-09,318.0,6.869,3.4345,81676.0,289835.0,2023.0,2.0,3.75,12105.106918238993,82.60976187606249,300만~500만 미만,2023,15,117,1.0606601717798212,True
20165450,남한산성,K,2017-10-03,3849159,31225655792,437081.0,남한산성,2017-10-03,165.0,6.794,3.397,68741.0,198945.0,2017.0,19.0,3.3421052631578947,23328.236363636363,42.86650668366778,300만~500만 미만,2017,127,929,1.054785807363374,True
20193450,반도,K,2020-07-15,3813140,33081232380,581392.0,반도,2020-07-15,2657.0,6.7,3.35,76640.0,218525.0,2020.0,161.0,2.9254658385093166,1435.1298456906286,696.8010615922835,300만~500만 미만,2020,942,5978,0.8536890170830352,True
20179189,암수살인,K,2018-10-03,3789553,32998321048,544627.0,암수살인,2018-10-03,92.0,6.598,3.299,75493.0,196231.0,2018.0,17.0,3.1470588235294117,41190.79347826087,24.27726964103682,300만~500만 미만,2018,107,697,0.6063390625908325,True
20177552,국가부도의 날,K,2018-11-28,3755495,30895253837,554137.0,국가부도의 날,2018-11-28,65.0,6.838,3.419,75447.0,203623.0,2018.0,7.0,3.642857142857143,57776.846153846156,17.30797138592915,300만~500만 미만,2018,51,385,0.7480132415430957,True
20081716,쌍화점,K,2008-12-30,3749034,25411823400,17903.0,쌍화점,2008-12-30,164.0,6.9,3.45,8517.0,135759.0,2008.0,30.0,3.6166666666666667,22859.963414634145,43.7446019427938,300만~500만 미만,2008,217,1645,0.8060475443037842,True
20081001,신기전,K,2008-09-04,3728440,24326413000,50341.0,신기전,2008-09-04,43.0,6.407,3.2035,23280.0,141072.0,2008.0,10.0,3.35,86707.90697674418,11.532973576080076,300만~500만 미만,2008,67,457,0.4743416490252569,True
20191029,82년생 김지영,K,2019-10-23,3679265,30307992310,586048.0,82년생 김지영,2019-10-23,117.0,7.427,3.7135,76861.0,214542.0,2019.0,17.0,3.264705882352941,31446.709401709402,31.799829585528634,300만~500만 미만,2019,111,835,1.3124124620667983,True
